,class,tweet,score,sim
19543,1,RT @lilduval: Maaan these hoes be photoshopping RT @007M_H: @lilduval damn you suppose to be that nigga. How you get catfished,7.223410754884352,0.1
832,0,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",-1.4331276464729457,0.1
14465,1,RT @BranninWGL: RT @QB_Hitman: RT @latry: But thats your baby mom though. RT @Tyga: That ain't my hoe.,-1.5845813070205386,0.1
4160,1,"@MorganSmith_20 @clint_dempsey @TRAEABN bitch you said you don't even like trae , fuckin poser!!",3.5738020016145287,0.1
16703,1,RT @NotYourRealPapa: #ThingsILikeToDo serenading your bitch,2.5455398327460506,0.1
726,1,"#IfThePurgeWasReal I'd be the best prostitute and madam EVER. Hey, if you got pussy, you shouldn't be broke, right? LMAO JK",1.6616095738492431,0.1
3876,1,@LaIndieKid @tneut10 @riwhey_000 what you say bitch? #selfiesONselfies http://t.co/FcMlVtIGbL,2.5455398327460506,0.1
14518,2,RT @BryanHoch: Just 113 days until Yankees pitchers and catchers report.,-1.6016987440569594,0.1
7409,1,A bf and gf&#128107; are suppose to laugh&#128514; at these hoes&#128111; together&#128145;. A guy should never have these hoes&#128111; laughing&#128514; at his girl&#128134;,1.0393374624360736,0.1
19905,2,RT @reidk_97: Flappy bird is dusty,-1.722758036599488,0.1
2282,1,"95% of the truly talented people i've come across are retarded professionally. 95% of the awful, untalented people are on point and polite..",4.513857238415143,0.1
19901,1,"RT @rebellious_midy: @wheeler_kashhh lol oh godddddd , bitch is you really coming &amp; how late you gon be lls",3.5402322158244184,0.1
19899,1,RT @rebecca7054: &#8220;@CaitlinBartlett: yeah bitches http://t.co/2PP9RboHy4&#8221;,2.5455398327460506,0.1
3901,1,@Leelucas_ bitch you not coming http://t.co/xdCuuSBa2F,2.5455398327460506,0.1
19897,0,RT @realist_iLLest: Mine too &#128513;&#128588;&#128076; RT &#8220;@187XO_: This ma niggah @trigga_tre123 &#128076;&#8221;,-0.5500292146360413,0.1
16756,1,RT @ONAdreamCHASE: Iggy Azalea that bitch &#128588;,2.5455398327460506,0.1
16700,1,RT @NotRapd2Tite: &#8220;@VikkiNoSecrets: Nah we still up. RT @Tweets_NOchill: All the flat booty bitches asleep yet or Nah?&#8221; Nope we outchea,0.0757666493748684,0.1
3917,1,@LickMyWhooooop @JustDoItSlow yall playful don't come dumb hoes,1.223783992763731,0.1
16765,1,RT @O_ShitItsLaura: Good day with these 2 bitches @yadirasarmiento @Jessycaa_Rubi &#128536;&#9996;,2.382095321398094,0.1
16769,1,RT @ObeyKingKelvin: &#8220;@MellyDaKing_: Just gotta remind bae you got no hoes http://t.co/TfcInxlqhV&#8221;&#128514;,1.9816453539406236,0.1
16774,1,RT @OfficialKingDre: WTF did this bitch do? &#128514;&#128514; https://t.co/5BFuSp9bfn,2.5455398327460506,0.1
19881,2,RT @radiomaru: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...,0.0845734324107018,0.1
7351,1,@yajairab2 im not a nigglet &#128532;,0.3231526670326377,0.1
21780,1,These hoes be actin up and these niccas be actin tough! &#128530;,0.818327445797182,0.1
16784,1,"RT @OgMonday: &#8220;@Satisfied_x: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.&#8221;&#128128;&#128128;",0.2456943666242148,0.1
16786,1,RT @OhEmmeG: RT if bitches are thirsty but you Hungarian,2.5455398327460506,0.1
3934,1,@Lissette__glz @joshmtz1199 you hoes ain't loyal &#128075;,1.223783992763731,0.1
9544,1,Got these hoes lurkin got these niggahs talkin,1.223783992763731,0.1
7328,1,@xDSmooth these bitch been sayin they was leaving since 3,2.5455398327460506,0.1
16806,1,RT @On1y_Jr: Today the day bitches let's turn tf' up ! &#128540;&#128520;&#128123;&#127867;&#128138;&#127881;&#127882; @hiagokoury @ZayZillaaa @Thompson_Era @_joshuahall_ @Blakeanthony98 http://t&#8230;,2.5646779964760595,0.1
14505,1,RT @Broski5519 Lauderdale. . + that's where the hoes at?,1.223783992763731,0.1
19865,1,RT @prime3_time: @Woodchuck20 you about to get all the hoes now lol,0.7958270079230836,0.1
3862,1,@Kvrmaa_Trill @StudyFN @VLzed says the scrawny nigger.,2.302593654135661,0.1
13304,1,Niggahs actin like they pimps but they pay the bitch &#128514;&#128514;&#128514;&#128514;&#9995;,3.5738020016145287,0.1
7517,1,Ain't been on this hoe all day haha #FWM,1.223783992763731,0.1
7516,1,Ain't been on this hoe all day,1.223783992763731,0.1
23576,1,"and these hoes shallow, shiesty, trifling, but we been knew that.",1.916939734465292,0.1
7514,1,Ahhhh but now I'm fuckin all you niqqa's hoes &#128527;&#128076;&#128069;&#128166;,1.223783992763731,0.1
16602,2,"RT @NandaGorgeous: RT if you like 
BMTH
ADTR
PTV
YMAS
SWS
ATL
OM&amp;M
AA
MIW
BTF
WCAR
MCR
AFI
PE
BVB
WIM
BC
SS
CTE
NSN
GD
WATIC
AA!
BFMV
FOB
F&#8230;",-0.6799448615628768,0.1
680,2,#BlessJesusLove Happy Belated ( Sixty-Fifth) 65 Birthday *28 Aunt Mary Agnes #Strong,-2.674696658551388,0.1
9490,1,Good day spent with my faggot,-0.1634445113479566,0.1
21714,1,These bitches are taking forevs doe,2.5455398327460506,0.1
16610,1,RT @NatyyG: Some bitches be praying for the day you leave your nigga...,6.8936734768858665,0.1
19968,0,RT @saramariewelch: Been my main nigguh since digital camera selfies @thorpe_emily http://t.co/XiQiRbQ7mP,-1.5685987956306142,0.1
11729,1,Im hardly on this hoe anymore lol,1.223783992763731,0.1
7499,1,Add my snapchat lil bitch: TreVaughn3,2.5455398327460506,0.1
16690,0,RT @No_ahhh23: Happy birthday faggot! &#128536; @wagggggie,-1.0652673072589025,0.1
16612,1,RT @NaziaBee: &#8220;@1waynostra: So jus don't be faithful cus u never kno what your bitch doing lmao&#8221;&#128553;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128;&#128128;,3.206547023954695,0.1
14552,1,"RT @CHlLDHOODRUINER: ""Great.... DaQuan got her pregnant and now I'm gonna have a nigger grandbaby"" http://t.co/9aAyrrKNbt",2.909523055440559,0.1
11166,1,I'll be that lmao &#128513;&#128513;&#128513;RT @KoolAssK: @1MarKus_A pussy,0.847306421528819,0.1
3827,2,@KingCuh @TEE_JONEZ io.. lol osi tangi! Haha a tuku ho tangible Terryn! Atunga ho fie lea lahi mai!,-4.358961437808352,0.1
19953,1,"RT @sTyLeZkEy354: Always bro niggas get crazy in any weather RT @WE_ALL_KNOW_JO: ""@sTyLeZkEy354: This weather is trash"" OD,But we gon get c&#8230;",6.295123674906866,0.1
21726,1,These bitches irri.. irri irri..irri irri,2.5455398327460506,0.1
19949,2,RT @ryancruz_: Travis always on my TL being ghetto &#128514;&#128514;,0.6931557417015607,0.1
19948,1,RT @ryancruz_: &#8220;@1waynostra: So jus don't be faithful cus u never kno what your bitch doing lmao&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128;&#128553;&#128553;&#128514;&#128514;&#128128;&#128128;&#128128;&#128514;&#128553;&#128128;&#128128;&#128128;&#128514;&#128514;&#128128;&#128128;&#128128;&#128514;&#128514;&#128553;,3.206547023954695,0.1
3838,1,@KingLister10 @Sweet_Loveeee @_ItsCheese that shit chunky lol,2.1559901799437857,0.1
707,2,"#FemaleLogic is worse than the jig, I'm convinced",0.4470226721626522,0.1
11747,2,Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,-3.3523900952094925,0.1
16666,1,RT @NoBeeetch: @Ugh_Sickoe @thuggchelseaa aye bitch http://t.co/7NIebl9xQr,2.5455398327460506,0.1
13303,0,Niggah niggah niggah don't believe me just wacthh...,0.5202019349112061,0.1
9497,2,Good morning Charlie @Charlie4927 @jrstws @qnoftherealm @SavvyHuman @scdorn @yrwol7 @PlainUnamerican @ErickInNC @PuterPrsn @tomwfry,-1.3621316974314337,0.1
7308,1,@wodaeeex3 lol Duhh but ima get my neck tomorrow so dont be mad hoe,2.322404842573456,0.1
780,2,#TBT love you forever ling ling &#128115;&#128114;&#128152; @brittneycordova http://t.co/KEcfNjyrwE,-1.1859457376816425,0.1
19859,1,RT @prettykells: &#8220;@100046729: @Leelucas_ bitch you not coming http://t.co/GXpfoLusXB&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,2.5455398327460506,0.1
2203,1,1) Vader is a Sith. Not a Jedi. Duh. 2) Vader is also a whiny bitch. 3) YODA IS MOTHERFUCKING YODA. #micdrop,3.514997833843964,0.1
16971,1,RT @QueenReenie_: How bitch how? &#8220;@_Vontethekidd: How is this ok? http://t.co/tBm1dIL55n&#8221;,2.4229460717953333,0.1
14448,1,RT @BossyDiva__: Come get yo hoe,1.223783992763731,0.1
7097,1,@summerdawn_1996 #NudesAreMyLife omfg that's mine faggot,-0.7731813270918665,0.1
19722,2,"RT @murrman5: you up, Charlie Brown?",-0.579809934111327,0.1
16997,2,RT @RTGIFS: DOMINIQUE Made Larry bird do a 360 lmaooo http://t.co/Vs6e3Z0C2u,-1.3996053695668502,0.1
21869,1,"They hardly get sex...so when the opportunity of sick presents itself, their giving you some pussy...and boy are they generous",0.3084985255457008,0.1
23338,1,You just salty you ugly and white RT @JayWiz614: @ItsNotHarold they all some hoes,3.421017131241566,0.1
21872,1,"They hoes ain't loyal, they rotate!",1.223783992763731,0.1
17007,1,RT @RachieSoul: These hoes ain't loyal,1.223783992763731,0.1
21876,1,They really should expand this bitch with all the money,2.5455398327460506,0.1
17020,1,RT @RakwonOGOD: Lmaoo bitch what? http://t.co/2dhLgXcVg2,2.5455398327460506,0.1
14450,1,RT @BoujieAssMeena: My bitches got pretty pussy&#128516;&#128516;&#128516;&#128540;&#128540;&#128540;,2.5455398327460506,0.1
17025,1,RT @Ramen_Odicho: Assyria got hella hoes,1.223783992763731,0.1
11848,2,Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily,0.7731984493750971,0.1
4126,2,@MinuteManX1776 @TheyKnowNotWhat &lt;&lt; closet muzzie @MayberryJustin @AllForCountry @LilMissPrepper @ritzy_jewels @glinsan1,0.6931557417015607,0.1
895,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Latina | Latina with tight pussy http://t.co/rDaOnqVr1H",0.847306421528819,0.1
19681,1,"RT @mikie360: It's paid for, only 30K miles, and the bitches ALWAYS have my money. &#128181;&#128181;&#128109;&#128563; http://t.co/7pqS8A2zLT",1.3783634022066416,0.1
7037,2,@sisternoles Fingers crossed for you. If not? Chug chug chug lol,-0.9374758172415276,0.1
11849,2,Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily,0.7731984493750971,0.1
7036,2,@sippey That's where birds came from.,-1.722758036599488,0.1
19680,2,RT @mikeimbriano: @briiixo Donnas taxes are gonna go up.#moulinyan#lol.,-0.6931386194183299,0.1
17051,1,RT @Rayban_Guwop: If money&#128181; was my girl&#128143; id stalk that bitch.&#128520;&#128270;&#128294;&#128064;&#128175;&#128174;&#127796;,0.9808463752949568,0.1
13475,2,Now I'm gook boy shawty http://t.co/LAAaHsTYeB,-0.2876735113101656,0.1
4157,0,@MorbidMermaid do you work today niglet?,-0.225663436525953,0.1
7007,2,@selina_dabbagh the song? About pollo hermanos and Heisenberg?,-1.1727116996802165,0.1
7045,2,@skyereyes_ you a Oreo cookie now.,0.3231526670326377,0.1
853,2,#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @Spinrilla. http://t.co/OWxtdRKWbC,-2.639040207332028,0.1
16939,2,"RT @PowerCumminMax: Green/yellow fuel pump&gt;&gt;&gt;&gt;&gt;
#dieselstation",-1.5404364798055337,0.1
843,1,#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/1Ia8Nx6zrS,2.5455398327460506,0.1
13363,1,Niggaz been making trash lately. Well not everybody but some lol,0.6506046884243806,0.1
14489,1,RT @BroadDayJay_: Fellas remember to stock up on thermals and Timbs before the dykes buy them all,-3.824682893870192,0.1
3954,0,"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards",5.565822415107144,0.1
19853,1,"RT @pound_Mytweets: ""@wheeler_kashhh: http://t.co/PtQA8LZqEA"" &#128525;&#128525;&#128525; we gave bitches something to be mad about . !",2.1175828479054037,0.1
19845,1,RT @pocahontias__: Idc about yall bitches yo,2.5455398327460506,0.1
16851,1,RT @PRAYINGFORHEAD: ya pussy stank @_ANGELSAMUELS http://t.co/i9tXjSDOZZ,0.847306421528819,0.1
7262,1,@vivaalakatyy @J_Fritzy @Lompartayy that's all the action you'll probably get bitch,2.291314255503425,0.1
23430,1,You think she classy niggah but she really ratchet,1.0065461708635486,0.1
2240,1,24_rozay_idgt mad cuz Twan fuck his bitch&#128514; http://t.co/GoyZfOU46I,3.2798450857995034,0.1
3978,1,@LynkinTheDog doesn't wife these bitches http://t.co/TVRCzo99oe,2.5455398327460506,0.1
16861,1,RT @PacmanJonez: @HarlanCoben @taylor_TM @PhilWOTG they are both bitches.,2.5455398327460506,0.1
7244,2,@valerie91097 uhh messi trash . and im flattered but what was the games scorre,0.9944813192198034,0.1
7240,1,@usweekly every1 is so over the bigass bitches!!,2.5455398327460506,0.1
14476,2,"RT @Brianhopecomedy: &#8220;Daddy, Batman&#8217;s parents are dead.&#8221;

&#8220;Yup.&#8221;

&#8220;And Superman&#8217;s.&#8221;

&#8220;Yup.&#8221;

&#8220;What am I going to be when you die?&#8221;

&#8220;Sad ho&#8230;",-1.3899815687391723,0.1
16883,1,RT @Persianboi10: #YesAllMen these hoes ain't loyal,1.223783992763731,0.1
4011,1,@MadeMyselfHER eeeeeeeee you got the hoes,1.223783992763731,0.1
4032,2,"@MarieJoseGMH @DWB666 @seahopke @zenterrorist86 tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap",-0.1344280525773522,0.1
16889,1,RT @Peteypab620: S/O yo bitch http://t.co/Gqf2doMbTD,2.5455398327460506,0.1
7204,1,@trix2343 I have something that you don't bitch. Always remember that.,3.2109545445010736,0.1
2221,1,187 how I'm killin these hoes,1.223783992763731,0.1
16897,1,RT @PimpUncleJoe: #MyGoalFor2012 UnHoe these bitches,2.5455398327460506,0.1
22508,1,We been passed dem niccas yrs ago fr,0.2876906335933962,0.1
16901,1,RT @PinkDuckTwist: LMFAO WTF &#8220;@MakeMeSpazz: &#8220;@TheKingSimp: Niggas on here really retarded http://t.co/arhySCAMu6&#8221; &#128553;&#128514;&#9996;&#65039; I'm tf out!!&#8221;,8.085820384706416,0.1
2218,1,15. Did twitter ever get you pussy/dick,-0.6277558601554782,0.1
19772,2,RT @nyjets: We accept the #ALS #IceBucketChallenge from the @Patriots &amp; @JimmyFallon! We challenge the @Yankees @Mets @Seahawks- http://t.c&#8230;,-2.402404744538916,0.1
4395,2,@Paulyy2 nah some honkey lookin dude at chr,1.145140865444618,0.1
842,2,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,-2.379529011846944,0.1
19653,1,RT @mckooley: shimmy shimmy ya bitch,2.5455398327460506,0.1
17312,1,RT @ShyGlizzy: your bf is broke bitch!,2.5455398327460506,0.1
4557,2,"@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @AndreaTantaros answers, ""You haven't given up all your ho-ho's."" Whoa. @TheFive",0.2236885803752422,0.1
1042,1,&#128557;&#128557; RT @KingHorseDick: Welp RT @ThePlasticPope The prettier bitch usually loses lol this Is science,1.6292576620135106,0.1
4957,1,@TheRealCortlan All the thirsty hoes. Lol,1.223783992763731,0.1
5918,1,@elchavaloko what's the difference between the three of the nig Nog's?,-0.940966222181296,0.1
18093,1,RT @WorkoutHumor: These hoes ain't loyal http://t.co/JiK7OfqMBE,1.223783992763731,0.1
1826,1,&#8220;@koleworld4: &#128541; http://t.co/61zY8Cc47j&#8221;bitches swear they emojis&#128553;&#128514;,2.833221905197832,0.1
14132,1,RT @Alejvndrv: &#8220;@1ortiz1: Id rather be your niggah&#8221;,1.386302922261506,0.1
18127,1,"RT @YBkalo: ""@CuhCuhCuh: bitches cant get the ios8 because they have over 10 gb of selfies cuh""&#128514;&#128514;&#128514;",2.636528733235008,0.1
1439,1,&#8220;@NiggaImTatted: Having 0 bitches really the wave&#8221;shaq you got all the hoes,3.769323825509781,0.1
22750,2,When you colored every day is Sunday,-0.0571498526983332,0.1
5010,2,@ToWherever I'm not yellow I'm sorry,-0.4054565469665491,0.1
22293,1,Turnup on all of you hoes,1.223783992763731,0.1
5842,1,@denytheprophecy when you realize you're trash,2.036890488402656,0.1
22299,2,Twinkies are so unfilling. which is odd because they are filled,-2.484889527504769,0.1
22738,1,When the pussy stank @MariekieBarone &#128514;&#128514;&#128514;&#128514;&#128514; http://t.co/X5LIVg2b0q,0.847306421528819,0.1
1454,1,&#8220;@Officialzyon777: When the pussy stank http://t.co/D6iRWMInqo&#8221;,0.847306421528819,0.1
1455,1,&#8220;@OhShitItsRandy: Remember this bro? &#128514; @BrianLovesAss_ http://t.co/RAurUW7mY6&#8221;niggah don't show people this &#128514;&#128514;&#128557;&#128567;,0.0536487086086949,0.1
18170,1,RT @Yaremisxo: &#8220;@DonQuixtote: @Yaremisxo then how yall got here b&#8221; stfu negro,2.708067323385441,0.1
1808,1,&#8220;@joytooawesome: @im_jessicaaaaa @vintage_monroe_ haha bitch &#128523;&#128518;&#8221; http://t.co/n5uuCDTDxT,2.5455398327460506,0.1
5020,1,"@TomcatStraight hey fag, gag on my clappmeat",1.098620849809725,0.1
18904,1,RT @dominiggaaa: &#8220;@ReallyAintShit: This bitch come up and pull her titty out... What do you do? http://t.co/3p9chkHeY8&#8221; the more the merrie&#8230;,2.239945743032448,0.1
22326,0,"Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin http://t.co/tW9Nl5Hkmt",2.216959018945302,0.1
18875,1,"RT @deno_5: ""hoooow bitch how"" &#128514;@UglyAssDerrick",2.5455398327460506,0.1
18198,1,RT @YrnReggie: How bitch how?&#128529;&#128514;&#128514; http://t.co/FCQfDKI4Zn,2.5455398327460506,0.1
12184,2,"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is",-0.3578572332800631,0.1
1484,1,"&#8220;@ResiDinero: ""@jenny_dalli: @ResiDinero I threw them hoes away"" you also just threw yo life away&#8221;bruhhh &#128557;&#128557;&#128514;&#128514;&#128514;",1.0603508331758884,0.1
18861,2,RT @davidalderman77: Obama killed the Twinkie #gonetofar,0.0800512688151517,0.1
18221,1,"RT @ZayBillions: ""Alright bitches we are the Kayne's now"" http://t.co/IBsFfuqag4",2.5455398327460506,0.1
13875,1,Polo:$80. Levis:$60. Jordans:$180. Snapback:$30. The look on your face when you still don't get any pussy...PRICELESS!,-1.4916921834949344,0.1
5928,2,@emmysetter14 dayum saterlyt shoz un bayg ho-ul,-1.4423752666293188,0.1
14140,1,"RT @AlexisDiamond_: With his bitch ass , buut thaats bae kinda lol (:",5.86878423408011,0.1
22781,1,Where this brolic bitch at ? Lol http://t.co/c0ooYDnq4M,2.5455398327460506,0.1
18975,1,RT @erinfbaaby: &#8220;@2chainzz2pumps: Girl ugly denna hoe &#128532;&#8221; what's this then :/ http://t.co/YbXiFwTugu,0.8304488063295269,0.1
6097,1,@hmianturner boooooi that's TMI for these hoes,1.223783992763731,0.1
17933,1,RT @UnapologetiicB: If you've been though what I've been through you would have turned into a heartless bitch by now but I'm stronger &amp; bet&#8230;,1.1448613584500744,0.1
1343,2,&#8220;@JohnelHadleyJr: Uncle Charlie just got thru lip singing?!&#8221;haha,8.561141615412339e-06,0.1
4855,1,@TayHASWAGG truuuu bitches don't have ANY respect for themselves so I'm with you on the shit talkin lol,5.800150862499562,0.1
4857,1,@Taylor_Simonee you have your nips pierced too ?! &#127806;&#128064;&#127806;,-0.6931386194183299,0.1
6081,1,"@hellobaphomet 
Are you sure you ain't colored?",-0.0571498526983332,0.1
6079,1,@helenyvonnem they already have. Are you retarded?,2.639065890756874,0.1
17970,2,"RT @VandTRailroad: #DidYouKnow: The Comstock Lode was a boon 4 @VirginiaCity as it grew 2 20,000 ppl &amp; became 1 of the largest &amp; wealthiest&#8230;",-0.6460342394281393,0.1
19046,1,RT @gioisblack: Goodbye you faggot http://t.co/oJKZjkgVXL,-1.7491912936676437,0.1
4867,1,"@Tee_Bizzle i aint shit, you aint shit...bitch we meant for eachother",2.8214048916988084,0.1
19041,2,RT @gferguson8: @MSoltan18 @WBDyllon_ @KoredeB9 Messi is trash,2.036890488402656,0.1
19040,2,RT @gferguson8: @KoredeB9 @MSoltan18 @WBDyllon_ trash,2.036890488402656,0.1
4875,1,@TexasKid1980 @Eric_Mariners @elchavaloko lol naw that bitch was just a sociopath,2.868692499778688,0.1
1778,1,&#8220;@iDisrespectHoez: RT @GodOfMilfs: Single moms got that proven pussy&#8221; LOL fckd up but truuu,-1.4878874152474424,0.1
13757,1,Papoose is trash bro @spence1reed lol,2.036890488402656,0.1
1366,1,&#8220;@LakeshoreJohnny: Eliot was a pussy.&#8221; MMMMMETHER,0.3231526670326377,0.1
6026,1,@gillis_seth @_B_R_Y_C_E_ where you at bitch,2.5455398327460506,0.1
19027,1,RT @fvckzaina: The only D yah bitches should be thirsty for http://t.co/jl7J8xpiIH,2.7813771047291915,0.1
18010,2,RT @WORIDSTARHlPHOP: This talking eggplant skurred af https://t.co/KDwoApyvD0,-0.843420822467668,0.1
12125,2,Just got done taking some photos with brownie #flowcity,-2.1102046392049743,0.1
1380,1,&#8220;@LeggsMania: @PhenomenalRo you not gone leave hoe&#8221;&#128514;&#128514;&#128546;,-0.6931386194183299,0.1
1859,1,"&#8220;@mix3ddchickk: Donny a hoe&#8221;

Since when?&#191;?",0.3231526670326377,0.1
19004,1,RT @finlife54: @Vontey_isa_boss &#127797; bitch lol,2.5455398327460506,0.1
4916,1,@TheDevonClarke @nick_scott25 faggot scoon you wanna ball?,0.5465522675096853,0.1
18991,1,RT @fart: My friends the 2014 @Chevrolet Malibu has the legroom and ventilation necessary for professional pussy-eating. Visit your Chevy d&#8230;,-0.5724849482048693,0.1
